"0","1","2","3","4","5","6","7","8"
"Universitas Tomakaka","Arsitektur","S1","09","11083/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Sekolah Tinggi Teologi Kadesi Bogor","Pendidikan Agama Kristen","S2","","11144/SK/BAN-PT/Ak-TMSP/M/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Negeri Yogyakarta","Tata Boga","D-IV","","11079/SK/BAN-PT/Akred/ST/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Sembilanbelas November Kolaka","Pendidikan Jasmani","S1","","11090/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"STKIP Soe","Pendidikan Matematika","S1","15","11073/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Brawijaya","Ilmu Kelautan","S1","","11114/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2023-06-06","Masih berlaku"
"Universitas Brawijaya","Administrasi Bisnis","S1","","11103/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-03-29","Masih berlaku"
"Universitas Brawijaya","Agronomi","S2","","11108/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2023-05-22","Masih berlaku"
"Universitas Pat Petulai","Akuntansi","S1","02","11141/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Institut Teknologi Calvin","Biologi","S1","03","11143/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Negeri Yogyakarta","Teknik Elektro","D-IV","","11087/SK/BAN-PT/Akred/ST/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Sebelas Maret","Ilmu Komunikasi","S3","","11070/SK/BAN-PT/Akred/D/IX/2021","2021","Baik Sekali","2026-09-28","Masih berlaku"
"Politeknik Negeri Balikpapan","Teknologi Listrik","D-III","","11093/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Khairun","Teknik Sipil","S2","","11095/SK/BAN-PT/Akred/M/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Malangkucecwara","Manajemen","S2","07","11068/SK/BAN-PT/Akred/M/IX/2021","2021","Baik Sekali","2026-09-28","Masih berlaku"
"Universitas Islam Negeri Maulana Malik Ibrahim","Biologi","S1","","11122/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","A","2026-08-05","Masih berlaku"
"Universitas Brawijaya","Teknik Pengairan","S1","","11113/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-04-01","Masih berlaku"
"Universitas Swiss German","Teknik Informatika","S1","04","11239/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Muhammadiyah Malang","Psikologi Profesi","S2","07","11195/SK/BAN-PT/Akred/M/IX/2021","2021","A","2026-09-29","Masih berlaku"
"Universitas Pendidikan Nasional","Program Profesi Insinyur","Profesi","08","11202/SK/BAN-PT/Akred/PP/IX/2021","2021","C","2026-09-29","Masih berlaku"
"Universitas Swadaya Gunung Djati","Profesi Guru","Profesi","04","11196/SK/BAN-PT/Akred/PP/IX/2021","2021","B","2026-09-29","Masih berlaku"
"Universitas Binaniaga Indonesia","Akuntansi","D-III","04","11185/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","B","2024-05-21","Masih berlaku"
"Universitas Binaniaga Indonesia","Teknik Informatika","S1","04","11191/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","C","2022-11-28","87 hari lagi kadaluarsa"
"Universitas PGRI Argopuro Jember","Pendidikan Biologi","S1","07","11266/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Sultan Fatah","Ilmu Komunikasi","S1","06","11278/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","C","2026-09-30","Masih berlaku"
"Universitas Nahdlatul Ulama Surakarta","Pendidikan Agama Islam","S1","06","11235/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Muhammadiyah Purwokerto","Ilmu Hukum","S1","06","11247/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Islam Batik","Agroteknologi","S1","06","11245/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Ahmad Dahlan","Pendidikan Guru Pendidikan Anak Usia Dini","S1","05","11238/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Institut Seni Indonesia Yogyakarta","Seni Tari","S1","","11223/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","A","2026-09-30","Masih berlaku"
"Universitas Binaniaga Indonesia","Manajemen Informatika","D-III","04","11186/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","C","2023-08-21","Masih berlaku"
"Universitas Merdeka Malang","Hukum","S2","07","11168/SK/BAN-PT/Ak-PNB/M/IX/2021","2021","A","2022-11-14","73 hari lagi kadaluarsa"
"Politeknik Pariwisata Bali","Manajemen Kepariwisataan","D-IV","","11157/SK/BAN-PT/Ak-PNB/ST/IX/2021","2021","A","2024-04-09","Masih berlaku"
"Politeknik Pariwisata Bali","Manajemen Akuntansi Hospitality","D-IV","","11167/SK/BAN-PT/Ak-PNB/ST/IX/2021","2021","A","2024-05-14","Masih berlaku"
"Politeknik Pariwisata Bali","Manajemen Divisi Kamar","D-III","","11162/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","A","2024-04-30","Masih berlaku"
"Politeknik Pariwisata Bali","Manajemen Tata Hidangan","D-III","","11158/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","A","2024-04-30","Masih berlaku"
"Politeknik Pariwisata Bali","Manajemen Tata Boga","D-III","","11178/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","B","2024-04-16","Masih berlaku"
"Universitas Jenderal Soedirman","Teknologi Pangan","S1","","11159/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","A","2026-02-10","Masih berlaku"
"Universitas Jenderal Soedirman","Pendidikan Jasmani","S1","","11156/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","A","2025-09-16","Masih berlaku"
"Universitas Jenderal Soedirman","Administrasi Perkantoran","D-III","","11176/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","B","2025-08-11","Masih berlaku"
"Universitas 17 Agustus 1945 Samarinda","Hukum","S1","11","11181/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2023-06-06","Masih berlaku"
"Universitas 17 Agustus 1945 Samarinda","Administrasi Publik","S1","11","11179/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2024-07-16","Masih berlaku"
"Institut Ilmu Al Qur'an An Nur Yogyakarta","Pendidikan Agama Islam","S1","","11173/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2022-10-17","45 hari lagi kadaluarsa"
"Institut Ilmu Al Qur'an An Nur Yogyakarta","Ilmu Al Qur'an Dan Tafsir","S1","","11177/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2022-10-10","38 hari lagi kadaluarsa"
"Sekolah Tinggi Agama Islam Ibnu Rusyd","Komunikasi Dan Penyiaran Islam","S1","","11153/SK/BAN-PT/Ak-PKP/S/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Politeknik Pariwisata Bali","Manajemen Konvensi Dan Perhelatan","D-IV","","11170/SK/BAN-PT/Ak-PNB/ST/IX/2021","2021","A","2024-04-10","Masih berlaku"
"Politeknik Pariwisata Bali","Manajemen Bisnis Perjalanan","D-IV","","11160/SK/BAN-PT/Ak-PNB/ST/IX/2021","2021","A","2024-04-09","Masih berlaku"
"Universitas Merdeka Malang","Sistem Informasi","D-III","07","11193/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","B","2025-09-20","Masih berlaku"
"Universitas Lambung Mangkurat","Perikanan Tangkap","S1","","11163/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","A","2025-07-11","Masih berlaku"
"Sekolah Tinggi Agama Buddha Maha Prajna Jakarta","Pendidikan Keagamaan Buddha","S1","","11184/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2024-02-19","Masih berlaku"
"Universitas Muhammadiyah Metro","Pendidikan Profesi Guru","salah jenjang","02","11155/SK/BAN-PT/Ak-PKP/PP/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Institut Teknologi Dirgantara Adisutjipto","Informatika","S1","05","11190/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2025-05-05","Masih berlaku"
"Institut Teknologi Dirgantara Adisutjipto","Teknik Dirgantara","S1","05","11183/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2023-12-12","Masih berlaku"
"Institut Teknologi Dirgantara Adisutjipto","Teknik Industri","S1","05","11188/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2023-02-06","157 hari lagi kadaluarsa"
"Institut Teknologi Dirgantara Adisutjipto","Teknik Mesin","S1","05","11180/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","B","2024-04-02","Masih berlaku"
"Institut Teknologi Dirgantara Adisutjipto","Aeronautika","D-III","05","11189/SK/BAN-PT/Ak-PNB/Dipl-III/IX/2021","2021","B","2024-03-12","Masih berlaku"
"Politeknik Pariwisata Bali","Bisnis Hospitality","S1","","11166/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","A","2024-12-26","Masih berlaku"
"Politeknik Pariwisata Bali","Destinasi Pariwisata","S1","","11165/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","A","2024-12-17","Masih berlaku"
"Politeknik Pariwisata Bali","Administrasi Perhotelan","D-IV","","11172/SK/BAN-PT/Ak-PNB/ST/IX/2021","2021","B","2024-05-14","Masih berlaku"
"STAI Panca Budi Medan","Muamalah","S1","","11281/SK/BAN-PT/Akred/S/IX/2021","2021","C","2026-09-29","Masih berlaku"
"Sekolah Tinggi Agama Islam (STAI) Al-Ma`arif Way Kanan","Hukum Ekonomi Syariah (Muamalah)","S1","","11204/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Sekolah Tinggi Agama Islam Nida El Adabi Parung Panjang Bogor","Pendidikan Agama Islam","S1","","11307/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2025-12-30","Masih berlaku"
"Politeknik Negeri Bali","Administrasi Bisnis","D-III","","11194/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Unggul","2026-09-29","Masih berlaku"
"Universitas Adiwangsa Jambi","Akuntansi","S1","10","11206/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Institut Bisnis Dan Keuangan Nitro","Bisnis Digital","S1","09","11282/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Katolik Indonesia Santu Paulus Ruteng","Agronomi","S1","15","11208/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Telkom","Teknik Industri","S2","04","11286/SK/BAN-PT/Akred/M/IX/2021","2021","Baik Sekali","2026-09-29","Masih berlaku"
"Universitas Padjadjaran","Matematika","S3","","11288/SK/BAN-PT/Akred/D/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Siliwangi","Pendidikan Geografi","S2","","11285/SK/BAN-PT/Akred/M/IX/2021","2021","Baik Sekali","2026-09-29","Masih berlaku"
"Universitas Pendidikan Indonesia","Bisnis Digital","S1","","11198/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Papua","Konservasi Sumberdaya Hutan","D-III","","11199/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Negeri Yogyakarta","Penelitian Dan Evaluasi Pendidikan","S2","","11209/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2026-01-12","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Mandala","Keuangan Dan Perbankan","D-III","07","11301/SK/BAN-PT/Ak-PPJ/Dipl-III/IX/2021","2021","C","2025-11-01","Masih berlaku"
"STAI PTDII Jakarta","Hukum Ekonomi Syari'ah (Mu'amalah)","S1","","11287/SK/BAN-PT/Akred/S/IX/2021","2021","B","2026-09-29","Masih berlaku"
"STAI Imam Syafi`i Cianjur","Ahwal Al-Syakhshiyyah","S1","","11284/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Kristen Artha Wacana","Manajemen","S1","15","11294/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2025-03-15","Masih berlaku"
"Sekolah Tinggi Teknologi Yupentek","Teknik Industri","S1","04","11205/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Nusa Cendana","Pendidikan IPS","S2","","11297/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","B","2025-06-28","Masih berlaku"
"Universitas Nahdlatul Ulama Indonesia","Perbankan Syariah","D-III","03","11289/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Nusantara PGRI Kediri","Teknik Industri","D-III","07","11201/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Politeknik Pelayaran Sorong","Permesinan Kapal","D-III","","11203/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-29","Masih berlaku"
"Universitas Udayana","Ekonomi Pembangunan","S1","","11211/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2026-06-03","Masih berlaku"
"Universitas Islam Bandung","Manajemen","S1","04","11212/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-08-25","Masih berlaku"
"Universitas Pendidikan Indonesia","Bimbingan Dan Konseling","S2","","11215/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","A","2026-09-30","Masih berlaku"
"Universitas Tamansiswa","Ilmu Pemerintahan","S2","02","11242/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Surabaya","Psikologi","S1","07","11214/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","A","2026-09-30","Masih berlaku"
"Universitas Islam Kadiri","Pendidikan Bahasa Inggris","S1","07","11246/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Bhayangkara Surabaya","Teknik Elektro","S1","07","11259/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"STAI Miftahul Huda Al-Azhar Banjar","Hukum Keluarga (Ahwal Al-Syakhshiyah)","S1","","11274/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","C","2026-09-30","Masih berlaku"
"Universitas Sahid","Teknologi Pangan","S1","03","11237/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Tridinanti","Akuntansi","S1","02","11252/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Amir Hamzah","Agroteknologi","S1","01","11276/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","C","2026-09-30","Masih berlaku"
"Universitas Wisnuwardhana","Manajemen","S2","07","11273/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","Baik","2026-09-30","Masih berlaku"
"Universitas Yudharta Pasuruan","Ilmu Dan Teknologi Pangan","S1","07","11264/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Khairun","Ekonomi Pembangunan","S1","","11253/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Riau Kepulauan","Teknik Mesin","S1","10","11272/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","C","2026-09-30","Masih berlaku"
"Universitas Negeri Padang","Kimia","S1","","11230/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Negeri Padang","Pendidikan Kimia","S1","","11228/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","A","2026-09-30","Masih berlaku"
"Universitas Batanghari Jambi","Ilmu Hukum","S1","10","11240/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Sam Ratulangi","Ilmu Administrasi Niaga","S1","","11241/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"STMIK Kharisma Makassar","Sistem Informasi","S1","09","11271/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"Universitas Dwijendra","Pendidikan Pancasila Dan Kewarganegaraan","S1","08","11257/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-30","Masih berlaku"
"STMIK Kharisma Makassar","Teknik Informatika","S1","09","11275/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","C","2026-09-30","Masih berlaku"
"Universitas Sebelas Maret","Teknik Kimia","D-III","","11231/SK/BAN-PT/Ak-PPJ/Dipl-III/IX/2021","2021","B","2026-09-30","Masih berlaku"
"AKADEMI ANALIS KESEHATAN PEKALONGAN, PEKALONGAN","ANALIS KESEHATAN","D-III","06","0410/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"AKADEMI FARMASI MITRA SEHAT MANDIRI SIDOARJO, SIDOARJO","FARMASI","D-III","07","0400/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI, KEDIRI","TEKNOLOGI LABORATORIUM MEDIS","D-IV","07","0407/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI, KEDIRI","TEKNOLOGI LABORATORIUM MEDIS","D-III","07","0409/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"INSTITUT PERTANIAN BOGOR, BOGOR","PROFESI DOKTER HEWAN","Profesi","","0386/LAM-PTKes/Akr/Pro/IX/2021","2021","Unggul","2026-09-23","Masih berlaku"
"INSTITUT PERTANIAN BOGOR, BOGOR","KEDOKTERAN HEWAN","S1","","0385/LAM-PTKes/Akr/Sar/IX/2021","2021","Unggul","2026-09-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAMBI, JAMBI","PROMOSI KESEHATAN","D-IV","","0404/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAMBI, JAMBI","TEKNOLOGI LABORATORIUM MEDIS","D-IV","","0408/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAYAPURA, JAYAPURA","SANITASI","D-III","","0406/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAYAPURA, JAYAPURA (KAMPUS BIAK)","KEBIDANAN (KAMPUS BIAK)","D-III","","0398/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KALIMANTAN TIMUR, SAMARINDA","KEPERAWATAN","D-III","","0395/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"POLITEKNIK KESEHATAN PERMATA INDONESIA YOGYAKARTA, YOGYAKARTA","ADMINISTRASI RUMAH SAKIT","D-III","05","0405/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN ALIFAH PADANG, PADANG","KESEHATAN MASYARAKAT","S1","10","0402/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN GEMA INSAN AKADEMIK MAKASSAR, MAKASSAR","KEBIDANAN","D-III","09","0397/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN MALUKU HUSADA, KAIRATU","KEBIDANAN","D-III","12","0399/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PAMENANG, KEDIRI","ADMINISTRASI KESEHATAN","S1","07","0401/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN SITI HAJAR, MEDAN","FISIOTERAPI","S1","01","0389/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"STIKES ADI HUSADA, SURABAYA","KEPERAWATAN","D-III","07","0396/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"UNIVERSITAS BINAWAN, JAKARTA","KESELAMATAN DAN KESEHATAN KERJA","D-IV","03","0403/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"UNIVERSITAS GADJAH MADA, YOGYAKARTA","KEDOKTERAN HEWAN","S1","","0387/LAM-PTKes/Akr/Sar/IX/2021","2021","Unggul","2026-09-23","Masih berlaku"
"UNIVERSITAS GADJAH MADA, YOGYAKARTA","PROFESI DOKTER HEWAN","Profesi","","0388/LAM-PTKes/Akr/Pro/IX/2021","2021","Unggul","2026-09-23","Masih berlaku"
"UNIVERSITAS MEGAREZKY, MAKASSAR","PENDIDIKAN PROFESI NERS","Profesi","09","0391/LAM-PTKes/Akr/Pro/IX/2021","2021","Baik","2026-09-23","Masih berlaku"
"UNIVERSITAS MEGAREZKY, MAKASSAR","KEPERAWATAN","S1","09","0390/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"UNIVERSITAS MOHAMMAD HUSNI THAMRIN, JAKARTA","KEPERAWATAN","D-III","03","0394/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"UNIVERSITAS NUSA NIPA, MAUMERE - NUSA TENGGARA TIMUR","PROFESI NERS","Profesi","15","0393/LAM-PTKes/Akr/Pro/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"UNIVERSITAS NUSA NIPA, MAUMERE - NUSA TENGGARA TIMUR","ILMU KEPERAWATAN","S1","15","0392/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik Sekali","2026-09-23","Masih berlaku"
"UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA, JAKARTA","PENDIDIKAN DOKTER","S1","","0380/LAM-PTKes/Akr/Sar/IX/2021","2021","Unggul","2022-09-23","21 hari lagi kadaluarsa"
"UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA, JAKARTA","PROFESI DOKTER","Profesi","","0381/LAM-PTKes/Akr/Pro/IX/2021","2021","Unggul","2022-09-23","21 hari lagi kadaluarsa"
"Universitas Kristen Maranatha","Desain Komunikasi Visual","S1","04","11378/SK/BAN-PT/AK-ISK/S/X/2021","2021","Baik Sekali","2025-11-03","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Pendidikan Islam Anak Usia Dini","S2","","11430/SK/BAN-PT/Ak-PNB/M/X/2021","2021","B","2024-06-25","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Komunikasi Dan Penyiaran Islam","S1","","11434/SK/BAN-PT/Ak-PNB/S/X/2021","2021","B","2025-03-29","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Manajemen Dakwah","S1","","11433/SK/BAN-PT/Ak-PNB/S/X/2021","2021","B","2025-04-11","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Hukum Keluarga (Akhwal Syaksiyah)","S1","","11428/SK/BAN-PT/Ak-PNB/S/X/2021","2021","B","2025-08-30","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Hukum Tatanegara (Siyasah)","S1","","11429/SK/BAN-PT/Ak-PNB/S/X/2021","2021","B","2023-04-10","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Manajemen Pendidikan Islam (Kependidikan Islam)","S1","","11424/SK/BAN-PT/Ak-PNB/S/X/2021","2021","Baik Sekali","2026-05-11","Masih berlaku"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Pendidikan Guru Madrasah Ibtidaiyah","S1","","11431/SK/BAN-PT/Ak-PNB/S/X/2021","2021","B","2022-12-27","116 hari lagi kadaluarsa"
"Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","Komunikasi Dan Penyiaran Islam","S2","","11427/SK/BAN-PT/Ak-PNB/M/X/2021","2021","B","2024-05-22","Masih berlaku"
"Universitas Hayam Wuruk Perbanas Surabaya","Akuntansi","D-III","07","11320/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","A","2025-08-30","Masih berlaku"
"Universitas Hayam Wuruk Perbanas Surabaya","Perbankan Dan Keuangan","D-III","07","11324/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","A","2026-01-12","Masih berlaku"
"Universitas Katolik Parahyangan","Teknik Sipil","S1","04","11370/SK/BAN-PT/AK-ISK/S/X/2021","2021","Unggul","2023-07-17","Masih berlaku"
"Universitas Binaniaga Indonesia","Manajemen","S1","04","11331/SK/BAN-PT/Ak-PNB/S/X/2021","2021","B","2025-05-10","Masih berlaku"
"Politeknik Astra","Pembuatan Peralatan Dan Perkakas Produksi","D-III","03","11325/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","B","2023-04-03","Masih berlaku"
"Politeknik Astra","Teknik Produksi Dan Proses Manufaktur","D-III","03","11327/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","B","2023-04-10","Masih berlaku"
"Politeknik Astra","Mekatronika","D-III","03","11330/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","Baik","2025-09-23","Masih berlaku"
"Politeknik Astra","Manajemen Informatika","D-III","03","11329/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","B","2023-07-24","Masih berlaku"
"Politeknik Astra","Mesin Otomotif","D-III","03","11328/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","B","2025-04-07","Masih berlaku"
"Politeknik Astra","Teknologi Konstruksi Bangunan Gedung","D-III","03","11319/SK/BAN-PT/Ak-PNB/Dipl-III/X/2021","2021","Baik","2025-08-18","Masih berlaku"
"Universitas Hayam Wuruk Perbanas Surabaya","Manajemen","S2","07","11323/SK/BAN-PT/Ak-PNB/M/X/2021","2021","Unggul","2026-02-24","Masih berlaku"
